Datetime,Adj Close,close,high,low,open,volume,rsi,macd,macd_signal,sma_20,ema_20,bb_upper,bb_lower,ticker
2025-01-03 16:15:00+00:00,243.49000549316406,243.49000549316406,243.67559814453125,243.17999267578125,243.22520446777344,622983,50.61422168668543,-0.24433902750618586,-0.33463894928676385,242.91396102905273,243.27452415316898,244.00176794178097,241.8261541163245,AAPL
2025-01-03 16:30:00+00:00,243.7949981689453,243.7949981689453,244.04859924316406,243.39149475097656,243.6280059814453,743321,53.512626764161176,-0.17579728062068511,-0.3028706155535481,242.9757110595703,243.32409310705245,244.1151226950181,241.8362994241225,AAPL
2025-01-03 16:45:00+00:00,243.32009887695312,243.32009887695312,243.86000061035156,243.3000030517578,243.77999877929688,504322,48.718114374417596,-0.15797679816992627,-0.27389185207682376,243.00740585327148,243.32371270418585,244.14810662296665,241.8667050835763,AAPL
2025-01-03 17:00:00+00:00,242.7760009765625,242.7760009765625,243.5189971923828,242.75,243.33999633789062,710267,43.86856067806631,-0.18561839744145914,-0.25623716114975087,243.0148956298828,243.27154968250744,244.14742410723196,241.88236715253365,AAPL
2025-01-03 17:15:00+00:00,242.7707061767578,242.7707061767578,243.00999450683594,242.6699981689453,242.77000427246094,655857,43.822844591759136,-0.20558198890705626,-0.24610612670121196,243.04193115234375,243.22385030100747,244.1228609375618,241.9610013671257,AAPL
2025-01-03 17:30:00+00:00,242.6490020751953,242.6490020751953,242.91000366210938,242.55999755859375,242.77999877929688,517300,42.72080934693808,-0.2285887539815974,-0.24260265215728907,243.06488113403321,243.16910285093013,244.0905636093457,242.03919865872072,AAPL
2025-01-03 17:45:00+00:00,242.5279998779297,242.5279998779297,242.75,242.38999938964844,242.63999938964844,629282,41.600680254330676,-0.2536615941610876,-0.2448144405580488,243.06686096191407,243.10804542493008,244.08822858621886,242.0454933376093,AAPL
2025-01-03 18:00:00+00:00,242.74310302734375,242.74310302734375,242.94000244140625,242.27999877929688,242.51499938964844,689581,44.39196627152294,-0.2532556012526186,-0.24650267269696274,243.0870162963867,243.07328900611233,244.06521069304583,242.1088218997276,AAPL
2025-01-03 18:15:00+00:00,243.00999450683594,243.00999450683594,243.16000366210938,242.72300720214844,242.72300720214844,568649,47.73022364534993,-0.22876092353007493,-0.2429543228635852,243.13951568603517,243.0672609585622,243.97197943022852,242.30705194184182,AAPL
2025-01-03 18:30:00+00:00,243.0500030517578,243.0500030517578,243.05999755859375,242.58999633789062,243.0,612024,48.2319270037474,-0.2037714097818366,-0.2351177402472355,243.12951583862304,243.06561734839036,243.96123516821444,242.29779650903163,AAPL
2025-01-03 18:45:00+00:00,242.72000122070312,242.72000122070312,243.0554962158203,242.57000732421875,243.0491943359375,522803,44.44274458363602,-0.20819548200302052,-0.22973328859839254,243.1039611816406,243.03270152670586,243.95285557229514,242.2550667909861,AAPL
2025-01-03 19:00:00+00:00,242.8699951171875,242.8699951171875,242.98500061035156,242.57000732421875,242.6999969482422,505401,46.500083883580544,-0.19732371229147816,-0.22325137333700967,243.07146072387695,243.0172056781803,243.90376248444494,242.23915896330897,AAPL
2025-01-03 19:15:00+00:00,242.6699981689453,242.6699981689453,242.88999938964844,242.6699981689453,242.8780059814453,461623,44.15232659390346,-0.20251141323436173,-0.2191033813164801,243.0139602661133,242.9841382963484,243.78834456612088,242.2395759661057,AAPL
2025-01-03 19:30:00+00:00,243.2873992919922,243.2873992919922,243.32009887695312,242.63999938964844,242.66000366210938,733120,52.179178074355995,-0.15501665728288572,-0.20628603650976124,242.98383026123048,243.0130202959335,243.66022115879133,242.30743936366963,AAPL
2025-01-03 19:45:00+00:00,243.25999450683594,243.25999450683594,243.44239807128906,243.0605010986328,243.2899932861328,531522,51.82313096844116,-0.11822523126747342,-0.1886738754613037,242.9920799255371,243.03654164935278,243.67765556696745,242.30650428410675,AAPL
2025-01-03 20:00:00+00:00,242.90499877929688,242.90499877929688,243.25990295410156,242.8249969482422,243.25,486541,47.31884675852059,-0.1163714913580236,-0.17421339864064772,242.96883010864258,243.02401375696653,243.63276112235576,242.3048990949294,AAPL
2025-01-03 20:15:00+00:00,242.85000610351562,242.85000610351562,242.9971923828125,242.8000030517578,242.88999938964844,394554,46.642529236964236,-0.11797984030772568,-0.1629666869740633,242.98834075927735,243.00744159949502,243.6130661555545,242.3636153630002,AAPL
2025-01-03 20:30:00+00:00,242.88999938964844,242.88999938964844,242.89500427246094,242.61000061035156,242.83999633789062,683350,47.23319824100331,-0.11470509554482078,-0.1533143686882148,242.99084091186523,242.9962566271287,243.61356862862962,242.36811319510085,AAPL
2025-01-03 20:45:00+00:00,243.3000030517578,243.3000030517578,243.60000610351562,242.66000366210938,242.88499450683594,2343986,52.97989015208623,-0.07812538690939164,-0.13827657233245016,243.00546569824218,243.02518485804575,243.6426430390263,242.36828835745806,AAPL
2025-01-06 14:30:00+00:00,244.63999938964844,244.63999938964844,246.1826934814453,243.83999633789062,244.3300018310547,5892888,66.00914959029294,0.05831854153313998,-0.09895754955933214,243.07621536254882,243.17897671819838,244.03050744748384,242.1219232776138,AAPL
2025-01-06 14:45:00+00:00,244.42559814453125,244.42559814453125,245.02000427246094,244.17999267578125,244.7100067138672,1766628,63.00104970501123,0.14745122327749982,-0.04967579499196575,243.12299499511718,243.29770256832532,244.23287894008618,242.01311105014818,AAPL
